Time,RPM,MPH,Throttle,Load,Fuel Status
22:51:36.444856,1166,36.6687383468,10.5882352941,20.3921568627,0400
22:51:37.461267,1071,33.5612181479,10.5882352941,22.7450980392,0200
22:51:38.483590,939,29.8321939093,10.5882352941,25.0980392157,0200
22:51:39.499962,830,25.4816656308,10.5882352941,27.4509803922,0200
22:51:40.492436,747,21.1311373524,10.5882352941,30.5882352941,0200
22:51:41.496203,659,18.0236171535,10.5882352941,34.9019607843,0200
22:51:42.512412,634,13.6730888751,10.5882352941,33.7254901961,0200
22:51:43.562501,1027,11.8085767557,14.5098039216,50.9803921569,0200
22:51:44.640836,1400,11.187072716,17.2549019608,67.8431372549,0200
22:51:45.702498,1700,12.4300807955,19.6078431373,75.2941176471,0200
22:51:46.748665,1856,14.2945929149,21.568627451,77.6470588235,0200
22:51:47.802519,2003,17.4021131137,21.9607843137,76.0784313725,0200
22:51:48.881167,2131,19.8881292728,21.9607843137,70.1960784314,0200
22:51:49.926243,2030,21.7526413922,18.431372549,65.8823529412,0200
22:51:51.3704,1805,23.6171535115,18.8235294118,69.0196078431,0200
22:51:52.78813,1854,25.4816656308,18.8235294118,68.6274509804,0200
22:51:53.122397,1883,26.7246737104,18.8235294118,68.2352941176,0200
22:51:54.166296,1466,27.9676817899,10.5882352941,22.7450980392,0400
22:51:55.182525,962,27.9676817899,10.5882352941,25.0980392157,0200
22:51:56.204967,891,26.7246737104,10.5882352941,26.6666666667,0200
22:51:57.221705,838,24.8601615911,10.5882352941,28.2352941176,0200
22:51:58.297479,796,22.3741454319,10.5882352941,30.1960784314,0200
22:51:59.342613,694,18.6451211933,10.5882352941,35.6862745098,0200
22:52:0.356221,737,16.1591050342,10.5882352941,36.0784313725,0200
22:52:1.403795,702,14.9160969546,11.3725490196,41.568627451,0200
22:52:2.446232,1360,14.2945929149,20.3921568627,79.6078431373,0200
22:52:3.458886,1702,15.5376009944,20.3921568627,78.431372549,0200
22:52:4.532597,1770,18.0236171535,16.0784313725,52.9411764706,0200
22:52:5.780068,1101,19.8881292728,10.5882352941,24.3137254902,0200
22:52:6.793796,1057,20.5096333126,10.9803921569,26.6666666667,0200
22:52:7.785154,1173,21.7526413922,14.5098039216,39.6078431373,0200
22:52:8.808749,1189,21.7526413922,10.5882352941,22.7450980392,0200
22:52:9.888820,1008,22.3741454319,10.5882352941,25.0980392157,0200
22:52:10.963772,1055,22.3741454319,10.5882352941,23.5294117647,0200
22:52:12.12626,1031,21.7526413922,13.7254901961,38.0392156863,0200
22:52:13.57621,1447,21.1311373524,10.5882352941,25.4901960784,0200
22:52:14.132664,1050,21.7526413922,11.7647058824,26.2745098039,0200
22:52:15.148814,1042,21.1311373524,10.5882352941,23.5294117647,0200
22:52:16.161390,1028,21.1311373524,10.5882352941,26.2745098039,0200
22:52:17.238841,1048,20.5096333126,10.9803921569,26.2745098039,0200
22:52:18.252565,1067,20.5096333126,11.7647058824,31.7647058824,0200
22:52:19.266477,1209,20.5096333126,10.5882352941,24.7058823529,0200
22:52:20.316297,1030,19.8881292728,12.1568627451,32.9411764706,0200
22:52:21.304194,1150,20.5096333126,12.9411764706,34.5098039216,0200
22:52:22.353879,1188,19.8881292728,10.5882352941,25.0980392157,0200
22:52:23.402643,1013,19.8881292728,10.9803921569,27.4509803922,0200
22:52:24.421333,1041,19.8881292728,12.9411764706,35.2941176471,0200
22:52:25.465210,1108,19.8881292728,10.5882352941,25.4901960784,0200
22:52:26.515071,1019,19.8881292728,10.5882352941,25.8823529412,0200
22:52:27.531465,966,19.2666252331,10.5882352941,25.8823529412,0200
22:52:28.543968,983,19.2666252331,10.5882352941,26.2745098039,0200
22:52:29.587709,950,18.6451211933,10.5882352941,25.8823529412,0200
22:52:30.600165,954,18.6451211933,10.5882352941,25.8823529412,0200
22:52:31.590248,925,18.0236171535,10.5882352941,26.6666666667,0200
22:52:32.647616,897,16.780609074,10.5882352941,27.8431372549,0200
22:52:33.665244,790,15.5376009944,10.5882352941,33.7254901961,0200
22:52:34.987756,749,13.0515848353,10.5882352941,34.5098039216,0200
22:52:36.80158,834,12.4300807955,10.5882352941,30.1960784314,0200
22:52:37.153975,1075,12.4300807955,14.1176470588,43.9215686275,0200
22:52:38.235133,1343,13.0515848353,14.5098039216,47.0588235294,0200
22:52:39.269001,1384,13.6730888751,14.9019607843,46.6666666667,0200
22:52:40.293886,1234,14.9160969546,10.5882352941,23.137254902,0200
22:52:41.343986,1020,15.5376009944,10.5882352941,27.0588235294,0200
22:52:42.386413,995,14.9160969546,10.5882352941,25.4901960784,0200
22:52:43.401541,949,14.9160969546,10.5882352941,25.8823529412,0200
22:52:44.432684,923,14.9160969546,10.5882352941,26.6666666667,0200
22:52:45.449047,911,14.9160969546,10.5882352941,26.6666666667,0200
22:52:46.440197,886,13.6730888751,10.5882352941,27.0588235294,0200
22:52:47.437762,862,12.4300807955,10.5882352941,29.0196078431,0200
22:52:48.541461,832,10.5655686762,10.5882352941,30.1960784314,0200
22:52:49.561637,783,8.07955251709,10.5882352941,34.1176470588,0200
22:52:50.606480,812,6.21504039776,10.5882352941,33.3333333333,0200
22:52:51.679112,783,5.59353635799,10.5882352941,33.3333333333,0200
22:52:52.721489,760,4.97203231821,10.5882352941,32.1568627451,0200
22:52:53.750305,720,4.35052827843,10.5882352941,33.3333333333,0200
22:52:54.794000,703,4.35052827843,10.5882352941,35.6862745098,0200
22:52:55.810353,651,3.10752019888,10.5882352941,36.4705882353,0200
22:52:56.840372,706,2.48601615911,10.5882352941,36.4705882353,0200
22:52:57.888969,649,1.86451211933,10.5882352941,36.0784313725,0200
22:52:58.937876,650,1.86451211933,10.5882352941,36.4705882353,0200
22:52:59.934008,666,1.86451211933,10.5882352941,36.4705882353,0200
22:53:1.39144,655,1.86451211933,10.5882352941,36.0784313725,0200
22:53:2.112776,648,1.86451211933,10.5882352941,36.0784313725,0200
22:53:3.129184,667,1.86451211933,10.5882352941,36.0784313725,0200
22:53:4.207766,645,1.86451211933,10.5882352941,37.6470588235,0200
22:53:5.534228,647,1.86451211933,10.5882352941,37.6470588235,0200
22:53:6.747851,665,0.0,10.5882352941,36.862745098,0200
22:53:8.99073,655,0.0,10.5882352941,37.2549019608,0200
22:53:9.362745,651,0.0,10.5882352941,37.2549019608,0200
22:53:10.590171,784,0.0,10.5882352941,27.8431372549,0200
22:53:11.913972,801,0.0,10.5882352941,27.8431372549,0200
22:53:13.177757,697,0.0,10.5882352941,29.0196078431,0200
22:53:14.460427,693,0.0,10.5882352941,29.0196078431,0200
22:53:15.804046,705,0.0,10.5882352941,28.2352941176,0200
22:53:17.101484,700,0.0,10.5882352941,28.6274509804,0200
22:53:18.369036,693,0.0,10.5882352941,29.0196078431,0200
22:53:19.709372,693,0.0,10.5882352941,29.0196078431,0200
22:53:21.56610,693,0.0,10.5882352941,29.0196078431,0200
22:53:22.267827,682,0.0,10.5882352941,29.4117647059,0200
22:53:23.606669,697,0.0,10.5882352941,29.4117647059,0200
22:53:24.916603,695,0.0,10.5882352941,28.6274509804,0200
22:53:26.159185,696,0.0,10.5882352941,29.0196078431,0200
22:53:27.464104,694,0.0,10.5882352941,28.6274509804,0200
22:53:28.719217,689,0.0,10.5882352941,28.2352941176,0200
22:53:29.960381,697,0.0,10.5882352941,28.2352941176,0200
22:53:31.318041,696,0.0,10.5882352941,28.6274509804,0200
22:53:32.611638,705,0.0,10.5882352941,28.6274509804,0200
22:53:34.121710,701,0.0,10.5882352941,28.6274509804,0200
22:53:35.454145,701,0.0,10.5882352941,28.2352941176,0200
22:53:36.667904,699,0.0,10.5882352941,28.6274509804,0200
22:53:37.886780,697,0.0,10.5882352941,29.0196078431,0200
22:53:39.215507,698,0.0,10.5882352941,29.0196078431,0200
22:53:40.505475,693,0.0,10.5882352941,29.0196078431,0200
22:53:41.735476,701,0.0,10.5882352941,29.0196078431,0200
22:53:43.79317,700,0.0,10.5882352941,28.6274509804,0200
22:53:44.386727,696,0.0,10.5882352941,28.6274509804,0200
22:53:45.668091,697,0.0,10.5882352941,28.6274509804,0200
22:53:47.19243,703,0.0,10.5882352941,28.2352941176,0200
22:53:48.275511,695,0.0,10.5882352941,28.2352941176,0200
22:53:49.494390,697,0.0,10.5882352941,28.6274509804,0200
22:53:50.793011,698,0.0,10.5882352941,28.6274509804,0200
22:53:52.44954,706,0.0,10.5882352941,28.6274509804,0200
22:53:53.308026,702,0.0,10.5882352941,28.6274509804,0200
22:53:54.705610,702,0.0,10.5882352941,28.6274509804,0200
22:53:55.961799,702,0.0,10.5882352941,28.6274509804,0200
22:53:57.274379,696,0.0,10.5882352941,29.0196078431,0200
22:53:58.603203,704,0.0,10.5882352941,29.0196078431,0200
22:53:59.861844,702,0.0,10.5882352941,28.6274509804,0200
22:54:1.82102,702,0.0,10.5882352941,28.6274509804,0200
22:54:2.441853,698,0.0,10.5882352941,28.2352941176,0200
22:54:3.693336,707,0.0,10.5882352941,29.0196078431,0200
22:54:4.990607,705,0.0,10.5882352941,28.6274509804,0200
22:54:6.323205,701,0.0,10.5882352941,28.6274509804,0200
22:54:7.621882,701,0.0,10.5882352941,28.2352941176,0200
22:54:8.926917,704,0.0,10.5882352941,28.6274509804,0200
22:54:10.304470,702,0.0,10.5882352941,29.0196078431,0200
22:54:11.611888,703,0.0,10.5882352941,28.2352941176,0200
22:54:12.909539,704,0.0,10.5882352941,28.6274509804,0200
22:54:14.215712,707,0.0,10.5882352941,28.6274509804,0200
22:54:15.384991,701,0.0,10.5882352941,28.6274509804,0200
22:54:16.688213,698,0.0,10.5882352941,29.0196078431,0200
22:54:18.5761,693,0.0,10.5882352941,28.6274509804,0200
22:54:19.234448,699,0.0,10.5882352941,28.6274509804,0200
22:54:20.494495,695,0.0,10.5882352941,29.0196078431,0200
22:54:21.867099,691,0.0,10.5882352941,28.6274509804,0200
22:54:23.127011,699,0.0,10.5882352941,28.2352941176,0200
22:54:24.322194,695,0.0,10.5882352941,29.0196078431,0200
22:54:25.659533,696,0.0,10.5882352941,28.2352941176,0200
22:54:26.935633,700,0.0,10.5882352941,28.6274509804,0200
22:54:28.229539,698,0.0,10.5882352941,28.2352941176,0200
22:54:29.589648,706,0.0,10.5882352941,28.2352941176,0200
22:54:30.839547,695,0.0,10.5882352941,27.8431372549,0200
22:54:32.48324,695,0.0,10.5882352941,29.0196078431,0200
22:54:33.419654,703,0.0,10.5882352941,28.2352941176,0200
22:54:34.827084,705,0.0,10.5882352941,27.8431372549,0200
22:54:36.125953,705,0.0,10.5882352941,28.6274509804,0200
22:54:37.484615,691,0.0,10.5882352941,29.0196078431,0200
22:54:38.687259,700,0.0,10.5882352941,29.0196078431,0200
22:54:39.944594,695,0.0,10.5882352941,29.0196078431,0200
22:54:41.360957,698,0.0,10.5882352941,29.0196078431,0200
22:54:42.574702,705,0.0,10.5882352941,29.0196078431,0200
22:54:43.829667,705,0.0,10.5882352941,28.2352941176,0200
22:54:45.176018,697,0.0,10.5882352941,29.0196078431,0200
22:54:46.450929,702,0.0,10.5882352941,28.2352941176,0200
22:54:47.708496,708,0.0,10.5882352941,28.2352941176,0200
22:54:49.24676,707,0.0,10.5882352941,28.2352941176,0200
22:54:50.248531,707,0.0,10.5882352941,28.2352941176,0200
22:54:51.553487,699,0.0,10.5882352941,28.2352941176,0200
22:54:52.897299,695,0.0,10.5882352941,28.2352941176,0200
22:54:54.214752,700,0.0,10.5882352941,29.0196078431,0200
22:54:55.479769,695,0.0,10.5882352941,28.2352941176,0200
22:54:56.782339,695,0.0,10.5882352941,28.6274509804,0200
22:54:58.73516,699,0.0,10.5882352941,28.2352941176,0200
22:54:59.334856,695,0.0,10.5882352941,27.8431372549,0200
22:55:0.679812,697,0.0,10.5882352941,28.6274509804,0200
22:55:1.969870,700,0.0,10.5882352941,28.6274509804,0200
22:55:3.156170,698,0.0,10.5882352941,28.6274509804,0200
22:55:4.517665,691,0.0,10.5882352941,28.6274509804,0200
22:55:5.744798,697,0.0,10.5882352941,28.6274509804,0200
22:55:6.948576,704,0.0,10.5882352941,28.6274509804,0200
22:55:8.241070,697,0.0,10.5882352941,28.6274509804,0200
22:55:9.503493,696,0.0,10.5882352941,28.6274509804,0200
22:55:10.689839,706,0.0,10.5882352941,27.8431372549,0200
22:55:12.84769,703,0.0,10.5882352941,28.2352941176,0200
22:55:13.372520,698,0.0,10.5882352941,28.2352941176,0200
22:55:14.587446,703,0.0,10.5882352941,27.8431372549,0200
22:55:15.896160,702,0.0,10.5882352941,28.6274509804,0200
22:55:17.161274,705,0.0,10.5882352941,28.6274509804,0200
22:55:18.356221,697,0.0,10.5882352941,27.8431372549,0200
22:55:19.623750,705,0.0,10.5882352941,28.2352941176,0200
22:55:20.869969,697,0.0,10.5882352941,28.6274509804,0200
22:55:22.162579,694,0.0,10.5882352941,28.6274509804,0200
22:55:23.498778,699,0.0,10.5882352941,28.2352941176,0200
